resume_text,category
"Java Developer lead with 15 years of experience. Skilled at Maven, Java, JVM, Multithreading, Spring Boot, REST API and team management. Projects: Implemented Flight Booking API which improved efficiency by 25%.",Java Developer
"Experienced DevOps with 10 years in the industry. Proficient in AWS, CI/CD, Jenkins, Kubernetes, Terraform, Ansible. Projects: Developed a Cloud Migration Project using Scripting, Ansible, Azure. Led the team in creating Cloud Migration Project with focus on CI/CD, Kubernetes, Terraform.",DevOps
"Junior HR with a solid foundation in Strategic HR, Talent Acquisition, Recruitment, Employee Relations, HR Policies, Training. Eager to contribute to innovative projects. Projects: Led the team in creating Payroll Automation with focus on Strategic HR, Employee Relations, Talent Acquisition. Led the team in creating Performance Review System with focus on Payroll, Talent Acquisition, HR Policies.",HR
"Results-driven Data Science professional with expertise in Data Visualization, NumPy, PyTorch, Python, Deep Learning, NLP. Worked on several high-impact projects. Projects: Architected a Image Recognition App using NLP, Pandas, Deep Learning and deployed on AWS. Architected a Customer Churn Prediction using Pandas, NumPy, Data Visualization and deployed on AWS. Implemented Recommendation Engine which improved efficiency by 24%.",Data Science
"Results-driven HR professional with expertise in Onboarding, Recruitment, Training, Talent Acquisition, Strategic HR, HR Policies. Worked on several high-impact projects. Projects: Architected a Payroll Automation using Onboarding, HR Policies, Strategic HR and deployed on GCP. Implemented Performance Review System which improved efficiency by 32%. Developed a ATS Implementation using Talent Acquisition, Employee Relations, Recruitment.",HR
"Certified Java Developer expert with a strong background in REST API, Microservices, Multithreading, SQL, Hibernate, Spring Boot. Passionate about building scalable solutions. Projects: Architected a Flight Booking API using Microservices, Spring Boot, Maven and deployed on Azure.",Java Developer
"Results-driven DevOps professional with expertise in Ansible, AWS, CI/CD, Jenkins, Linux, Azure. Worked on several high-impact projects. Projects: Developed a Infrastructure as Code with Terraform using Linux, CI/CD, Azure. Architected a Kubernetes Deployment Pipeline using Ansible, Kubernetes, CI/CD and deployed on Azure.",DevOps
"Junior Frontend Developer with a solid foundation in TypeScript, Next.js, Bootstrap, HTML5, Redux, JavaScript. Eager to contribute to innovative projects. Projects: Implemented E-learning Platform which improved efficiency by 17%. Developed a Social Media Feed using Web Design, Bootstrap, Next.js. Developed a Social Media Feed using Bootstrap, TypeScript, React.",Frontend Developer
"Junior Full Stack Developer with a solid foundation in JavaScript, MongoDB, Node.js, Spring Boot, Express, Docker. Eager to contribute to innovative projects. Projects: Developed a SaaS Application using MongoDB, Node.js, Java.",Full Stack Developer
"Experienced Full Stack Developer with 5 years in the industry. Proficient in Spring Boot, Docker, MongoDB, JavaScript, Java, Node.js. Projects: Developed a Healthcare Portal using Express, REST API, React. Architected a Online Marketplace using MongoDB, SQL, JavaScript and deployed on AWS. Led the team in creating SaaS Application with focus on SQL, React, Docker.",Full Stack Developer
"Results-driven DevOps professional with expertise in Scripting, Monitoring, Terraform, Kubernetes, AWS, Ansible. Worked on several high-impact projects. Projects: Implemented Kubernetes Deployment Pipeline which improved efficiency by 31%. Implemented Kubernetes Deployment Pipeline which improved efficiency by 19%.",DevOps
"Certified Tester expert with a strong background in TestNG, Manual Testing, Selenium, Automation Testing, JUnit, SDLC. Passionate about building scalable solutions. Projects: Led the team in creating Performance Benchmarking with focus on Automation Testing, Bug Tracking, API Testing. Developed a Performance Benchmarking using Python, SDLC, TestNG. Implemented Performance Benchmarking which improved efficiency by 42%.",Tester
"Results-driven Java Developer professional with expertise in JUnit, SQL, Microservices, Multithreading, Spring Boot, JVM. Worked on several high-impact projects. Projects: Architected a Banking Microservices using Microservices, Java, REST API and deployed on GCP. Led the team in creating Banking Microservices with focus on Microservices, Java, JUnit.",Java Developer
"Certified DevOps expert with a strong background in Ansible, Docker, Scripting, Terraform, Kubernetes, AWS. Passionate about building scalable solutions. Projects: Led the team in creating Infrastructure as Code with Terraform with focus on AWS, CI/CD, Azure.",DevOps
"HR lead with 4 years of experience. Skilled at HR Policies, Training, Payroll, Recruitment, Strategic HR, Talent Acquisition and team management. Projects: Developed a ATS Implementation using Strategic HR, Employee Relations, Payroll.",HR
"Junior Tester with a solid foundation in JUnit, Bug Tracking, SDLC, TestNG, Java, Manual Testing. Eager to contribute to innovative projects. Projects: Developed a Mobile App Automation using Java, SDLC, TestNG. Led the team in creating Performance Benchmarking with focus on API Testing, Python, JUnit. Led the team in creating Mobile App Automation with focus on TestNG, Selenium, Manual Testing.",Tester
"Results-driven DevOps professional with expertise in AWS, Terraform, Docker, Linux, CI/CD, Monitoring. Worked on several high-impact projects. Projects: Developed a Monitoring Dashboard using AWS, Ansible, Docker.",DevOps
"Certified Java Developer expert with a strong background in Multithreading, Java, Microservices, Hibernate, REST API, JUnit. Passionate about building scalable solutions. Projects: Architected a Inventory Management System using JUnit, Hibernate, Microservices and deployed on Azure. Developed a Banking Microservices using Maven, Microservices, JUnit. Led the team in creating Inventory Management System with focus on JUnit, REST API, JVM.",Java Developer
"Experienced Full Stack Developer with 4 years in the industry. Proficient in Spring Boot, Docker, JavaScript, SQL, Java, Node.js. Projects: Architected a Real-time Chat App using Express, Java, REST API and deployed on GCP. Architected a Online Marketplace using MongoDB, REST API, Spring Boot and deployed on AWS. Architected a SaaS Application using SQL, MongoDB, Spring Boot and deployed on AWS.",Full Stack Developer
"Results-driven HR professional with expertise in Training, HR Policies, Employee Relations, Onboarding, Payroll, Talent Acquisition. Worked on several high-impact projects. Projects: Developed a ATS Implementation using Employee Relations, Talent Acquisition, Strategic HR. Architected a Performance Review System using Employee Relations, Onboarding, HR Policies and deployed on Azure.",HR
"Certified Frontend Developer expert with a strong background in React, Bootstrap, TypeScript, HTML5, Redux, JavaScript. Passionate about building scalable solutions. Projects: Implemented Social Media Feed which improved efficiency by 20%. Architected a E-learning Platform using Tailwind CSS, CSS3, Redux and deployed on AWS.",Frontend Developer
"Certified DevOps expert with a strong background in Monitoring, Docker, Jenkins, AWS, Linux, Scripting. Passionate about building scalable solutions. Projects: Led the team in creating Monitoring Dashboard with focus on Jenkins, Terraform, Azure. Led the team in creating Kubernetes Deployment Pipeline with focus on CI/CD, Monitoring, Linux. Architected a Cloud Migration Project using Linux, Azure, Scripting and deployed on AWS.",DevOps
"Experienced HR with 1 years in the industry. Proficient in Payroll, Talent Acquisition, Onboarding, Recruitment, Employee Relations, Training. Projects: Architected a ATS Implementation using Strategic HR, Payroll, Onboarding and deployed on Azure. Implemented ATS Implementation which improved efficiency by 31%. Implemented ATS Implementation which improved efficiency by 27%.",HR
"Results-driven Full Stack Developer professional with expertise in JavaScript, Java, Express, Node.js, Docker, REST API. Worked on several high-impact projects. Projects: Led the team in creating SaaS Application with focus on Node.js, SQL, MongoDB. Led the team in creating SaaS Application with focus on React, Express, SQL.",Full Stack Developer
"Experienced Tester with 6 years in the industry. Proficient in SDLC, Selenium, TestNG, Python, Bug Tracking, Automation Testing. Projects: Implemented Mobile App Automation which improved efficiency by 44%. Developed a E-commerce Test Suite using SDLC, JUnit, Selenium. Architected a Performance Benchmarking using Python, SDLC, JUnit and deployed on AWS.",Tester
"DevOps lead with 13 years of experience. Skilled at CI/CD, Ansible, AWS, Kubernetes, Docker, Azure and team management. Projects: Implemented Infrastructure as Code with Terraform which improved efficiency by 31%.",DevOps
"Certified Java Developer expert with a strong background in REST API, Maven, JVM, JUnit, Multithreading, Java. Passionate about building scalable solutions. Projects: Implemented E-commerce Backend which improved efficiency by 27%.",Java Developer
